"","q1AgeBeginCoding","q2Age","q3Gender","q4Education","q5DegreeFocus","q8JobLevel","q9CurrentRole","q10Industry","q16HiringManager","q24VimorEmacs"
"8042","16 - 20 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Student","Education","No","Vim"
"8043","16 - 20 years old","18 - 24 years old","Male","Some high school","Computer Science","Freelancer","Software Engineer","Computer Hardware","Yes","Vim"
"8044","16 - 20 years old","18 - 24 years old","Female","Post graduate degree (Masters, PhD)","Computer Science","Level 1 developer (junior)","Software Test Engineer","Technology","No","Vim"
"8045","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Back-end Developer","Financial Services","Yes","Emacs"
"8046","16 - 20 years old","18 - 24 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Student","Student","Technology","No","Vim"
"8047","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Software Engineer","Technology","No","Vim"
"8048","16 - 20 years old","18 - 24 years old","Male","Some college","Other STEM (science, technology, engineering, math)","Student","Student","Computer Hardware","No","Vim"
"8049","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Mobile Developer","Travel, Tourism, Accommodation","Yes","Emacs"
"8050","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Level 1 developer (junior)","Full-stack Developer","Technology","Yes","Vim"
"8051","11 - 15 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Back-end Developer","Technology","Yes","Vim"
"8052","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Software Engineer","Technology","No","Vim"
"8053","16 - 20 years old","18 - 24 years old","Female","College graduate","Computer Science","Student","Student","Education","No","Vim"
"8054","11 - 15 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Student","Technology","No","Vim"
"8055","16 - 20 years old","18 - 24 years old","Female","Post graduate degree (Masters, PhD)","Computer Science","Student","Mobile Developer","Technology","No","Vim"
"8056","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Level 1 developer (junior)","Data Scientist","Technology","Yes","Vim"
"8057","26 - 30 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Full-stack Developer","Technology","Yes","Vim"
"8058","21 - 25 years old","35 - 44 years old","Female","College graduate","Other STEM (science, technology, engineering, math)","Architect","Software Architect","Health Care","Yes","Emacs"
"8059","21 - 25 years old","25 - 34 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Senior developer","Full-stack Developer","Technology","No","Emacs"
"8060","16 - 20 years old","25 - 34 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Senior developer","Data Analyst","Technology","No","Vim"
"8061","16 - 20 years old","18 - 24 years old","Female","College graduate","Other STEM (science, technology, engineering, math)","Student","Student","Security","No","Emacs"
"8062","16 - 20 years old","18 - 24 years old","Female","Some post graduate work (Masters, PhD)","Computer Science","Student","Student","Technology","No","Vim"
"8063","16 - 20 years old","18 - 24 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Student","Student","Education","No","Emacs"
"8064","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Student","Government","No","Vim"
"8065","16 - 20 years old","18 - 24 years old","Female","Some post graduate work (Masters, PhD)","Computer Science","Level 1 developer (junior)","Software Engineer","Aerospace & Defense","No","Vim"
"8066","16 - 20 years old","18 - 24 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Student","Data Scientist","Education","No","Vim"
"8067","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Data Analyst","Technology","Yes","Vim"
"8068","26 - 30 years old","25 - 34 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Student","Student","Education","No","Vim"
"8069","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Software Test Engineer","Technology","Yes","Vim"
"8070","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Software Engineer","Technology","No","Vim"
"8071","11 - 15 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Mobile Developer","Education","No","Emacs"
"8072","16 - 20 years old","18 - 24 years old","Female","College graduate","Other STEM (science, technology, engineering, math)","Level 1 developer (junior)","Software Engineer","Technology","Yes","Vim"
"8073","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","New grad","Unemployed","Technology","No","Vim"
"8074","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Full-stack Developer","Technology","No","Vim"
"8075","11 - 15 years old","18 - 24 years old","Male","High school graduate","Computer Science","Student","Student","Education","No","Vim"
"8076","16 - 20 years old","18 - 24 years old","Female","Some post graduate work (Masters, PhD)","Other STEM (science, technology, engineering, math)","Level 1 developer (junior)","Data Scientist","Security","No","Emacs"
"8077","21 - 25 years old","18 - 24 years old","Male","Some high school","Computer Science","Founder / CEO / CTO","Unemployed","Government","Yes","Vim"
"8078","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Student","Education","No","Vim"
"8079","16 - 20 years old","18 - 24 years old","Female","Some post graduate work (Masters, PhD)","Computer Science","Level 1 developer (junior)","Data Scientist","Technology","No","Emacs"
"8080","11 - 15 years old","12 - 18 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Student","Education","No","Vim"
"8081","21 - 25 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Other STEM (science, technology, engineering, math)","Senior developer","Software Engineer","Technology","Yes","Emacs"
"8082","16 - 20 years old","18 - 24 years old","Female","College graduate","Computer Science","Student","Student","Technology","No","Vim"
"8083","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Senior developer","Software Engineer","Technology","No","Emacs"
"8084","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Software Engineer","Retail","Yes","Vim"
"8085","16 - 20 years old","18 - 24 years old","Female","Post graduate degree (Masters, PhD)","Computer Science","Level 1 developer (junior)","Software Engineer","Financial Services","No","Vim"
"8086","16 - 20 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Software Engineer","Technology","No","Emacs"
"8087","21 - 25 years old","35 - 44 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Architect","Development Operations Engineer","Security","Yes","Vim"
"8088","16 - 20 years old","18 - 24 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","New grad","Software Engineer","Technology","Yes","Vim"
"8089","21 - 25 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Back-end Developer","Financial Services","Yes","Emacs"
"8090","21 - 25 years old","25 - 34 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Level 1 developer (junior)","Data Analyst","Technology","No","Vim"
"8091","16 - 20 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Student","Education","No","Vim"
"8092","16 - 20 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Student","Education","No","Vim"
"8093","21 - 25 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Other STEM (science, technology, engineering, math)","New grad","Data Analyst","Technology","No","Vim"
"8094","11 - 15 years old","18 - 24 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Software Engineer","Technology","No","Vim"
"8095","21 - 25 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Back-end Developer","Technology","Yes","Vim"
"8096","11 - 15 years old","18 - 24 years old","Female","Some college","Computer Science","Student","Unemployed","Technology","No","Vim"
"8097","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Back-end Developer","Technology","No","Vim"
"8098","5 - 10 years old","25 - 34 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Full-stack Developer","Technology","No","Emacs"
"8099","16 - 20 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","New grad","Unemployed","Technology","No","Vim"
"8100","16 - 20 years old","18 - 24 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Student","Student","Education","No","Vim"
"8101","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Full-stack Developer","Technology","No","Vim"
"8102","11 - 15 years old","18 - 24 years old","Male","Some college","Other STEM (science, technology, engineering, math)","Student","Student","Education","No","Vim"
"8103","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Student","Education","No","Vim"
"8104","16 - 20 years old","18 - 24 years old","Male","Some college","Computer Science","Student","Data Scientist","Technology","No","Vim"
